estab_id,cnpj,razao_social,cnae_original,setor,atividade,regra,fonte,evidencia
22226,07774947000107,ASA MOTO CENTER COMERCIO E SERVICOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22227,07775558000198,J7 COMERCIO INTERNACIONAL LTDA,46184,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46184
22228,07775666000160,AVANUTRI EQUIPAMENTOS DE SAUDE LTDA,26515,Eletrônicos e Eletrodomésticos,Instrumentos de medição,cnae_3:265,CNAE declarada no Portal da Transparência,26515
22229,07775847000197,FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,85325,Educação,Ensino superior,cnae_3:853,CNAE declarada no Portal da Transparência,85325
22230,07775912000184,SOLUTECH INDUSTRIA E COMERCIO DE INGREDIENTES ALIMENTICIOS LTDA,20991,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20991
22231,07775912000265,SOLUTECH INDUSTRIA E COMERCIO DE INGREDIENTES ALIMENTICIOS LTDA,20991,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20991
22232,07776109000164,LUZ BELA INDUSTRIA DE VELAS LTDA,32990,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32990
22233,07776689000190,MP BIOMEDICALS DO BRASIL LTDA,46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
22234,07777721000151,"MENDES & LOPES PESQUISA, TREINAMENTO E EVENTOS LTDA",82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
22235,07777738000109,MEIRELES E FREITAS SERVICOS DE COBRANCAS LTDA,82202,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82202
22236,07777870000110,LUKMA COMERCIO DE ELETRO ELETRONICOS IMPORTACAO E EXPORTACAO LTDA,46737,Materiais de Construção,Materiais de construção,cnae_3:467,CNAE declarada no Portal da Transparência,46737
22237,07778086000127,SALESCO LOG ARMAZENS GERAIS LTDA,52117,Transporte e Logística,Armazenagem e serviços de transporte,cnae_2:52,CNAE declarada no Portal da Transparência,52117
22238,07778625000128,RIO BONITO COMUNICACAO LTDA,73190,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73190
22239,07778667000169,FRANGOSAJ - INDUSTRIA E COMERCIO DE AVES LTDA,10121,Alimentos e Bebidas,Carnes e frigoríficos,cnae_3:101,CNAE declarada no Portal da Transparência,10121
22240,07779299000173,EDP TRANSMISSAO GOIAS SA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22241,07779581000150,PLASTMAN INDUSTRIA DE PLASTICOS LTDA,22293,Químico,Plásticos,cnae_3:222,CNAE declarada no Portal da Transparência,22293
22242,07779608000105,CEU TELECOM E SOLUCOES LTDA,47521,Eletrônicos e Eletrodomésticos,Equipamentos de comunicação,cnae_5:47521,CNAE declarada no Portal da Transparência,47521
22243,07779869000125,OREONN - INDUSTRIA E COMERCIO DE OLEOS VEGETAIS E QUIMICAS LTDA,10414,Alimentos e Bebidas,Óleos e gorduras vegetais,cnae_3:104,CNAE declarada no Portal da Transparência,10414
22244,07780914000161,METRO JORNAL S.A.,58123,"Mídia, Cultura e Entretenimento",Edição de livros e periódicos,cnae_2:58,CNAE declarada no Portal da Transparência,58123
22245,07781380000198,LOGINTER EVENTOS LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
22246,07781460000143,CITTA DELIRIO RESTAURANTE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
22247,07781920000133,SELETTRA AUTOMACAO E ROBOTICA LTDA.,28691,Máquinas e Equipamentos,Máquinas e equipamentos,cnae_2:28,CNAE declarada no Portal da Transparência,28691
22248,07782041000126,CTS - PORTARIA E LIMPEZA LTDA.,81117,Serviços Administrativos e Operacionais,Limpeza e serviços prediais,cnae_2:81,CNAE declarada no Portal da Transparência,81117
22249,07782473000137,METALURGICA SETE DE SETEMBRO DA AMAZONIA LTDA,25993,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25993
22250,07782630000104,REDE DE CONVENIENCIAS COMENDADOR MERCADO LTDA,47296,Alimentos e Bebidas,Comércio de alimentos e tabaco,cnae_5:47296,CNAE declarada no Portal da Transparência,47296
22251,07782646000117,CCB COATINGS S/A,20711,Químico,Tintas e vernizes,cnae_3:207,CNAE declarada no Portal da Transparência,20711
22252,07783055000164,RETIRO BAIXO ENERGETICA S.A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22253,07783468000149,GSI DO BRASIL ASSESSORIA E CONSULTORIA LTDA,74901,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74901
22254,07783541000182,EQUIPECAS EQUIP PECAS E ACES PARA REFRIGERACAO LTDA,47539,Eletrônicos e Eletrodomésticos,Eletrodomésticos,cnae_5:47539,CNAE declarada no Portal da Transparência,47539
22255,07783625000205,WINE LOVERS COMERCIO DE VINHOS LTDA,47237,Alimentos e Bebidas,Comércio de bebidas,cnae_5:47237,CNAE declarada no Portal da Transparência,47237
22256,07783656000177,JAV DISTRIBUICAO DE MATERIAIS ELETRICOS E AUTOMACAO LTDA,47423,Materiais de Construção,Materiais de construção,cnae_3:474,CNAE declarada no Portal da Transparência,47423
22257,07783832000170,CRIART SERVICOS DE TERCEIRIZACAO DE MAO DE OBRA LTDA,78302,Serviços Administrativos e Operacionais,Seleção e locação de mão de obra,cnae_2:78,CNAE declarada no Portal da Transparência,78302
22258,07783926000140,PERFIMEC S/A - CENTRO DE SERVICOS EM ACO,25993,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25993
22259,07784006000227,PATEO COMERCIO DE VEICULOS S.A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22260,07784609000148,HD PARTS COMERCIO EXTERIOR LTDA.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22261,07784656000191,KARITUR TRANSPORTADORA TURISTICA LTDA,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
22262,07785858000158,PGS SUPORTE LOGISTICO E SERVICOS LTDA,71197,Serviços Profissionais,Engenharia e arquitetura,cnae_3:711,CNAE declarada no Portal da Transparência,71197
22263,07786240000102,POLLIBOX INDUSTRIA DE ADESIVOS LTDA,20916,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20916
22264,07786273000152,OBSERVE SEGURANCA LTDA,80111,Serviços Administrativos e Operacionais,Segurança e vigilância,cnae_2:80,CNAE declarada no Portal da Transparência,80111
22265,07786324000146,POLICLIN SERVICOS DE SAUDE EMPRESARIAL SA,86305,Saúde,Consultórios e clínicas,cnae_3:863,CNAE declarada no Portal da Transparência,86305
22266,07786727000195,COBREMAX INDUSTRIA E COMERCIO LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22267,07787499000178,HBEX COMERCIAL EXPORTADORA E IMPORTADORA LTDA,46427,"Têxtil, Vestuário e Calçados",Têxteis e vestuário,cnae_5:46427,CNAE declarada no Portal da Transparência,46427
22268,07787590000193,PHARMAINOX INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22269,07787987000185,NOBLU SPORT BUSINESS COMERCIO E SERVICOS DE MATERIAIS ESPORTIVOS S.A.,93191,"Mídia, Cultura e Entretenimento",Esporte e recreação,cnae_2:93,CNAE declarada no Portal da Transparência,93191
22270,07788510000114,"IN-DENTAL PRODUTOS ODONTOLOGICOS, MEDICOS E HOSPITALARES LTDA",46931,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46931
22271,07788670000163,MAX TERMOPLASTICOS LTDA.,20312,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20312
22272,07789113000167,LETTEL DISTRIBUIDORA DE TELEFONIA LTDA,46524,Eletrônicos e Eletrodomésticos,Equipamentos de comunicação,cnae_5:46524,CNAE declarada no Portal da Transparência,46524
22273,07790200000134,DMG - PRODUTOS ALIMENTICIOS LTDA.,10317,Alimentos e Bebidas,Frutas e vegetais processados,cnae_3:103,CNAE declarada no Portal da Transparência,10317
22274,07790340000102,KATIA HARANAKA - CENTRO INTEGRADO DE DERMATOLOGIA E CIRURGIA PLASTICA LTDA,86305,Saúde,Consultórios e clínicas,cnae_3:863,CNAE declarada no Portal da Transparência,86305
22275,07790382000143,IMAGEM TECNOLOGIA PARTICIPACOES LTDA,64638,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64638
22276,07790393000123,OBSERVE TECNOLOGIA E SERVICOS LTDA,81117,Serviços Administrativos e Operacionais,Limpeza e serviços prediais,cnae_2:81,CNAE declarada no Portal da Transparência,81117
22277,07790648000158,ELKEM SILICONES BRASIL LTDA.,72100,Serviços Profissionais,Pesquisa e desenvolvimento,cnae_2:72,CNAE declarada no Portal da Transparência,72100
22278,07790648000409,ELKEM SILICONES BRASIL LTDA.,20291,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20291
22279,07791042000218,"ENERWATT ENGENHARIA, INDUSTRIA E COMERCIO LTDA",00000,Materiais de Construção,Materiais de construção,inferencia_mesma_raiz,CNAEs informadas em outros estabelecimentos da mesma raiz no snapshot,47423
22280,07791042001028,"ENERWATT ENGENHARIA, INDUSTRIA E COMERCIO LTDA",47423,Materiais de Construção,Materiais de construção,cnae_3:474,CNAE declarada no Portal da Transparência,47423
22281,07791111000102,MAQNELSON AGRICOLA LTDA,46613,Máquinas e Equipamentos,Máquinas agrícolas,cnae_5:46613,CNAE declarada no Portal da Transparência,46613
22282,07791616000177,CURADEN SWISS DO BRASIL - IMPORTACAO E EXPORTACAO LTDA.,46931,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46931
22283,07791760000103,O. MARINHO SERVICOS E COMERCIO LTDA,46354,Alimentos e Bebidas,Comércio de bebidas,cnae_5:46354,CNAE declarada no Portal da Transparência,46354
22284,07792409000137,WEB  ESTRATEGICA  MARKETING  DE CONTEUDO  E PRESTACAO  DE  SERVICOS  LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22285,07792897000182,FELLIPELLI INSTRUMENTOS DE DIAGNOSTICO E DESENVOLVIMENTO ORGANIZACIONAL LTDA,70204,Serviços Profissionais,Consultoria e sedes de empresas,cnae_2:70,CNAE declarada no Portal da Transparência,70204
22286,07793212000112,MAX TELECOMUNICACOES LTDA,61108,Telecomunicações,Telecomunicações,cnae_2:61,CNAE declarada no Portal da Transparência,61108
22287,07793634000198,ASSTAM COMBUSTIVEIS LTDA,46818,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_5:46818,CNAE declarada no Portal da Transparência,46818
22288,07793833000104,SAUDE RIO E MAR COMERCIO DE ALIMENTOS LTDA.,10201,Alimentos e Bebidas,Pescados,cnae_3:102,CNAE declarada no Portal da Transparência,10201
22289,07794384000100,CERDIA BRASIL INDUSTRIA E COMERCIO LTDA.,13596,"Têxtil, Vestuário e Calçados",Têxtil,cnae_2:13,CNAE declarada no Portal da Transparência,13596
22290,07794616000120,CZARNIKOW BRASIL LTDA.,46371,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46371
22291,07794623000122,CEMED CARE - EMPRESA DE ATENDIMENTO CLINICO GERAL LTDA,86305,Saúde,Consultórios e clínicas,cnae_3:863,CNAE declarada no Portal da Transparência,86305
22292,07794750000121,LIFEAIR5 ESCOLA DE EMERGENCIA E TREINAMENTOS LTDA,85996,Educação,Outras atividades de ensino,cnae_3:859,CNAE declarada no Portal da Transparência,85996
22293,07795916000124,SOCIALOGICA EDITORACAO E PUBLICIDADE LTDA,58115,"Mídia, Cultura e Entretenimento",Edição de livros e periódicos,cnae_2:58,CNAE declarada no Portal da Transparência,58115
22294,07796143000109,MAGABI PESQUISAS CLINICAS E FARMACEUTICAS LTDA.,72100,Serviços Profissionais,Pesquisa e desenvolvimento,cnae_2:72,CNAE declarada no Portal da Transparência,72100
22295,07796165000160,CRIOGENESIS BIOTECNOLOGIA LTDA.,86402,Saúde,Diagnóstico e terapias,cnae_3:864,CNAE declarada no Portal da Transparência,86402
22296,07796772000120,RADIOCARE SERVICOS MEDICOS ESPECIALIZADOS LTDA,86402,Saúde,Diagnóstico e terapias,cnae_3:864,CNAE declarada no Portal da Transparência,86402
22297,07796831000160,ERNALENE DANTAS CAVALCANTE,47296,Alimentos e Bebidas,Comércio de alimentos e tabaco,cnae_5:47296,CNAE declarada no Portal da Transparência,47296
22298,07797511000125,KAROL WOJTYLA INSTITUTO DE CIRURGIA PLASTICA LTDA,86101,Saúde,Hospitais,cnae_3:861,CNAE declarada no Portal da Transparência,86101
22299,07797525000149,QUEIROZ EMPREENDIMENTOS IMOBILIARIOS LTDA,68102,Imobiliário,Imobiliário,cnae_2:68,CNAE declarada no Portal da Transparência,68102
22300,07797579000104,HOMACC COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
22301,07797627000164,L. L. S. AUTOMACAO ELETRICA LTDA,71120,Serviços Profissionais,Engenharia e arquitetura,cnae_3:711,CNAE declarada no Portal da Transparência,71120
22302,07797913000120,TGA CONSTRUCAO E SEGURANCA VIARIA LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22303,07797967000195,NP TECNOLOGIA E GESTAO DE DADOS LTDA,62031,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62031
22304,07798292000107,"FS ADMINISTRACAO, PARTICIPACOES E EMPREENDIMENTOS LTDA.",64620,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64620
22305,07798560000182,WESTECH EQUIPAMENTOS INDUSTRIAIS LTDA,28526,Máquinas e Equipamentos,Máquinas para construção e mineração,cnae_3:285,CNAE declarada no Portal da Transparência,28526
22306,07799081000180,INTEGRACAO TRANSMISSORA DE ENERGIA S/A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22307,07799121000194,ADRIA BRASIL IMPORTACAO E EXPORTACAO LTDA,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
22308,07799277000175,VALOR SOCIEDADE DE CREDITO DIRETO S/A,66193,Financeiro e Seguros,Serviços auxiliares financeiros,cnae_2:66,CNAE declarada no Portal da Transparência,66193
22309,07799330000138,"H. D. GEMAS COMERCIO, EXPORTACAO & IMPORTACAO LTDA",46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
22310,07799905000112,D'VILLE SUPERMERCADOS S.A.,47113,Alimentos e Bebidas,Supermercados,cnae_5:47113,CNAE declarada no Portal da Transparência,47113
22311,07799995000141,BAGUARI I GERACAO DE ENERGIA ELETRICA S.A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22312,07801105000199,NEOLIDER COMERCIO IMPORTACAO E EXPORTACAO DE ACOS LTDA,46851,Mineração e Metalurgia,Siderurgia e metalurgia,cnae_5:46851,CNAE declarada no Portal da Transparência,46851
22313,07801105000946,NEOLIDER COMERCIO IMPORTACAO E EXPORTACAO DE ACOS LTDA,46851,Mineração e Metalurgia,Siderurgia e metalurgia,cnae_5:46851,CNAE declarada no Portal da Transparência,46851
22314,07801309000120,BIOMATIKA INDUSTRIA E COMERCIO DE PRODUTOS NATURAIS S/A,20631,Higiene e Cosméticos,Limpeza e cosméticos,cnae_3:206,CNAE declarada no Portal da Transparência,20631
22315,07803353000179,RODOVIARIA GRAVATAENSE LTDA,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
22316,07803384000200,NORPROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
22317,07803393000110,TECER COMERCIO E FABRICACAO DE PRODUTOS TEXTEIS LTDA,46419,"Têxtil, Vestuário e Calçados",Têxteis e vestuário,cnae_5:46419,CNAE declarada no Portal da Transparência,46419
22318,07803573000100,"UNIDADE DE ENSINO, PESQUISA E EXTENSAO DE RIACHAO DO JACUIPE LTDA",85325,Educação,Ensino superior,cnae_3:853,CNAE declarada no Portal da Transparência,85325
22319,07803640000189,SISTEMA RIOGRANDENSE DE RADIODIFUSAO LTDA,60101,"Mídia, Cultura e Entretenimento",Rádio,cnae_3:601,CNAE declarada no Portal da Transparência,60101
22320,07803841000186,MG2 MARMORES E GRANITOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22321,07804419000145,CENTRO PREPARATORIO ARISTOTELES LTDA,85139,Educação,Educação básica,cnae_3:851,CNAE declarada no Portal da Transparência,85139
22322,07804877000184,LOJAS UNILAR LTDA,47547,Móveis e Decoração,Móveis e decoração,cnae_5:47547,CNAE declarada no Portal da Transparência,47547
22323,07804938000103,BC INDUSTRIAL LASER SOLUTIONS LTDA,28291,Máquinas e Equipamentos,Máquinas e equipamentos,cnae_2:28,CNAE declarada no Portal da Transparência,28291
22324,07805442000154,DENMAR LOGISTICA E TRANSPORTES LTDA,77195,Locação de Bens,Locação de veículos,cnae_3:771,CNAE declarada no Portal da Transparência,77195
22325,07807234000194,ABRANGE INDUSTRIA E COMERCIO DE CONFECCOES LTDA,14126,"Têxtil, Vestuário e Calçados",Vestuário,cnae_2:14,CNAE declarada no Portal da Transparência,14126
22326,07807322000196,GUASSI ENGENHARIA E SERVICOS LTDA,71120,Serviços Profissionais,Engenharia e arquitetura,cnae_3:711,CNAE declarada no Portal da Transparência,71120
22327,07807727000558,NEWPARK DRILLING FLUIDS DO BRASIL TRATAMENTO DE FLUIDOS LTDA,46842,Químico,Químico,cnae_5:46842,CNAE declarada no Portal da Transparência,46842
22328,07808057000241,MARTIPLAST IMPORTADORA LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
22329,07808640000171,RICARO IMPORTACAO INDUSTRIA E COMERCIO DE EMBALAGENS E INSUMOS LTDA,22226,Químico,Plásticos,cnae_3:222,CNAE declarada no Portal da Transparência,22226
22330,07808907000120,ADMINISTRADORA DE CONSORCIOS SICREDI LTDA,64930,Financeiro e Seguros,Outros serviços financeiros,cnae_3:649,CNAE declarada no Portal da Transparência,64930
22331,07809507000130,CUBO PRODUCOES DE EVENTOS LTDA,74901,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74901
22332,07810032000100,CEREALISTA CORADINI LTDA,10619,Alimentos e Bebidas,Moagem e alimentos farináceos,cnae_3:106,CNAE declarada no Portal da Transparência,10619
