arquivo,linha_csv,Ano-calendário,CNPJ,Razão Social,Nome Fantasia,Código CNAE,CNAE,Município,UF,Tipo Renúncia,Benefício Fiscal,Fundamento Legal,Descrição,Tributo,Forma Tributação,Valor Renúncia Fiscal (R$)
2017_RenúnciasFiscais.csv,8034,2017,-3,Inválido,Inválido,,,Inválido,,PIS/COFINS Vinculados à Importação,PIS,"Produtos Farmaceuticos - Dec 6426/08, Art 2º, Inc Ii.","Valor em real do incentivo, renúncia, benefício ou imunidade (IRBI) da contribuição ao PIS. É a diferença entre o PIS calculado e o PIS a recolher.",PIS,,"22737,00"
2017_RenúnciasFiscais.csv,17928,2017,-3,Inválido,Inválido,,,Inválido,,PIS/COFINS Vinculados à Importação,COFINS,"Produtos Farmaceuticos - Dec 6426/08, Art 2º, Inc Ii.","Valor em real do incentivo, renúncia, benefício ou imunidade (IRBI) da COFINS. É a diferença entre a COFINS calculada e a COFINS a recolher.",COFINS,,"104482,00"
